,FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,TP,CL,CF,SF,FA
194,8079474,3WPS,A:346-546,Q9H0H5,346-546,8079475,3WPS,A:346-546,Q9H0H5,346-546,1,1000000,2000738,3001163,4001255
195,8084521,3MSX,B:360-551,Q9P2F6,360-551,8084522,3MSX,B:360-551,Q9P2F6,360-551,1,1000000,2000738,3001163,4001255
196,8084523,3BYI,A:262-471,Q53QZ3,262-471,8084524,3BYI,A:262-471,Q53QZ3,262-471,1,1000000,2000738,3001163,4001255
197,8084525,2EE4,A:8-209,Q13017,1255-1456,8084526,2EE4,A:8-209,Q13017,1255-1456,1,1000000,2000738,3001163,4001255
198,8045726,3V68,A:2-119,Q8TZE5,2-119,8091653,3V68,A:2-119,Q8TZE5,2-119,1,1000003,2001475,3002532,4004642
199,8091652,3V68,A:132-240,Q8TZE5,132-240,8091654,3V68,A:132-240,Q8TZE5,132-240,1,1000003,2001475,3002532,4004642
200,8020139,1LLN,A:1-262,Q40772,26-287,8032519,1LLN,A:1-262,Q40772,26-287,1,1000003,2000739,3001164,4002385
201,8020278,1M2T,A:1-248,P81446,34-281,8032658,1M2T,A:1-248,P81446,34-281,1,1000003,2000739,3001164,4002385
202,8022823,2Q3N,A:2-248,Q9M6E9,22-268,8035203,2Q3N,A:2-248,Q9M6E9,22-268,1,1000003,2000739,3001164,4002385
203,8023659,1J1Q,A:1-261,P23339,1-261,8036039,1J1Q,A:1-261,P23339,1-261,1,1000003,2000739,3001164,4002385
204,8024468,1NIO,A:1-247,P22851,1-250,8036847,1NIO,A:1-247,P22851,1-250,1,1000003,2000739,3001164,4002385
205,8024589,1MRJ,A:1-247,P09989,24-270,8036968,1MRJ,A:1-247,P09989,24-270,1,1000003,2000739,3001164,4002385
206,8024592,1BRY,Y:1-247,P33185,24-270,8036971,1BRY,Y:1-247,P33185,24-270,1,1000003,2000739,3001164,4002385
207,8024593,1AHC,A:1-246,P16094,24-269,8036972,1AHC,A:1-246,P16094,24-269,1,1000003,2000739,3001164,4002385
208,8024598,1CF5,A:1-249,P24817,24-272,8036977,1CF5,A:1-249,P24817,24-272,1,1000003,2000739,3001164,4002385
209,8024601,1ABR,A:1-251,P11140,1-251,8036980,1ABR,A:1-251,P11140,1-251,1,1000003,2000739,3001164,4002385
210,8024602,1D6A,A:1-262,P10297,23-284,8036981,1D6A,A:1-262,P10297,23-284,1,1000003,2000739,3001164,4002385
211,8024603,1QI7,A:1-253,P20656,25-277,8036982,1QI7,A:1-253,P20656,25-277,1,1000003,2000739,3001164,4002385
212,8024608,1HWM,A:1-251,Q9AVR2,26-276,8036987,1HWM,A:1-251,Q9AVR2,26-276,1,1000003,2000739,3001164,4002385
213,8027917,1R4Q,A:1-289,Q9FBI2,23-311,8040296,1R4Q,A:1-289,Q9FBI2,23-311,1,1000003,2000739,3001164,4002413
214,8027930,3CTK,A:3-248,Q8W4U4,29-274,8040309,3CTK,A:3-248,Q8W4U4,29-274,1,1000003,2000739,3001164,4002385
215,8029396,2GA4,A:1-297,P09385,23-319,8041775,2GA4,A:1-297,P09385,23-319,1,1000003,2000739,3001164,4002413
216,8029589,1UQ5,A:5-267,P02879,40-302,8041968,1UQ5,A:5-267,P02879,40-302,1,1000003,2000739,3001164,4002385
217,8029894,1RL0,A:1-255,P24476,24-278,8042273,1RL0,A:1-255,P24476,24-278,1,1000003,2000739,3001164,4002385
218,8032070,1GGP,A:12-248,Q7SIF0,1-234,8044448,1GGP,A:12-248,Q7SIF0,1-234,1,1000003,2000739,3001164,4002385
219,8091666,2BCG,G:128-229,P39958,128-229,8091667,2BCG,G:128-229,P39958,128-229,1,1000000,2000035,3002533,4007752
220,8091668,1VG0,A:273-367,P37727,273-367,8091669,1VG0,A:273-367,P37727,273-367,1,1000000,2000035,3002533,4007752
221,8091670,1LV0,A:121-221,P21856,121-221,8091671,1LV0,A:121-221,P21856,121-221,1,1000000,2000035,3002533,4007752
222,8021377,1NZA,A:1-103,Q7SIA8,1-103,8033757,1NZA,A:1-103,Q7SIA8,1-103,1,1000003,2000014,3001165,4002632
223,8022185,1P1L,A:1-102,O28301,1-102,8034565,1P1L,A:1-102,O28301,1-102,1,1000003,2000014,3001165,4002632
224,8022872,2PII,A:1-112,P0A9Z1,1-112,8035252,2PII,A:1-112,P0A9Z1,1-112,1,1000003,2000014,3001165,4001256
225,8022878,1GNK,B:1-112,P0AC55,1-112,8035258,1GNK,B:1-112,P0AC55,1-112,1,1000003,2000014,3001165,4001256
226,8023440,1H3D,A:225-299,P60757,225-299,8035820,1H3D,A:225-299,P60757,225-299,1,1000003,2000014,3001165,4003656
227,8024362,1NAQ,A:7-112,P69488,7-112,8036741,1NAQ,A:7-112,P69488,7-112,1,1000003,2000014,3001165,4002632
228,8024831,1O51,A:1-100,Q9WXM9,1-100,8037210,1O51,A:1-100,Q9WXM9,1-100,1,1000003,2000014,3001165,4000638
229,8024842,1O5J,A:1-101,Q9X0E6,1-101,8037221,1O5J,A:1-101,Q9X0E6,1-101,1,1000003,2000014,3001165,4002632
230,8025384,1OSC,A:6-113,Q6MGD0,61-168,8037763,1OSC,A:6-113,Q6MGD0,61-168,1,1000003,2000014,3001165,4002632
231,8026030,2ZFH,A:63-169,O60888,63-169,8038409,2ZFH,A:63-169,O60888,63-169,1,1000003,2000014,3001165,4002632
232,8027030,2CZ4,A:1-100,Q5SKX7,1-100,8039409,2CZ4,A:1-100,Q5SKX7,1-100,1,1000003,2000014,3001165,4001256
233,8027706,1QY7,A:1-112,P0A3F4,1-112,8040085,1QY7,A:1-112,P0A3F4,1-112,1,1000003,2000014,3001165,4001256
234,8029487,1UKU,A:1-102,O58720,1-102,8041866,1UKU,A:1-102,O58720,1-102,1,1000003,2000014,3001165,4002632
235,8029488,1UL3,A:1-112,Q55247,1-112,8041867,1UL3,A:1-112,Q55247,1-112,1,1000003,2000014,3001165,4001256
236,8030697,1VFJ,A:1-116,P83820,1-116,8043076,1VFJ,A:1-116,P83820,1-116,1,1000003,2000014,3001165,4001256
237,8031440,1NH8,A:211-284,P9WMN1,211-284,8043818,1NH8,A:211-284,P9WMN1,211-284,1,1000003,2000014,3001165,4003656
238,8032157,1HWU,A:1-112,P94852,1-112,8044535,1HWU,A:1-112,P94852,1-112,1,1000003,2000014,3001165,4001256
239,8063677,2ZOM,B:6-113,Q109R6,70-177,8063678,2ZOM,B:6-113,Q109R6,70-177,1,1000003,2000014,3001165,4002632
240,8063679,4E98,B:10-115,Q5CX58,11-116,8063680,4E98,B:10-115,Q5CX58,11-116,1,1000003,2000014,3001165,4002632
241,8063681,4IYQ,A:2-107,Q2GG79,1-106,8063682,4IYQ,A:2-107,Q2GG79,1-106,1,1000003,2000014,3001165,4002632
242,8063683,3GSD,A:15-119,Q74XD3,15-119,8063684,3GSD,A:15-119,Q74XD3,15-119,1,1000003,2000014,3001165,4002632
243,8063685,3OPK,A:12-115,Q7CPA2,12-115,8063686,3OPK,A:12-115,Q7CPA2,12-115,1,1000003,2000014,3001165,4002632
244,8063687,2NUH,A:3-106,Q9PFN8,3-106,8063688,2NUH,A:3-106,Q9PFN8,3-106,1,1000003,2000014,3001165,4002632
245,8063689,3AHP,A:3-108,E7FH74,3-108,8063690,3AHP,A:3-108,E7FH74,3-108,1,1000003,2000014,3001165,4002632
246,8074408,3N5B,A:1-112,Q9L422,1-112,8074409,3N5B,A:1-112,Q9L422,1-112,1,1000003,2000014,3001165,4001256
247,8074410,3BZQ,A:1-112,P9WN31,1-112,8074411,3BZQ,A:1-112,P9WN31,1-112,1,1000003,2000014,3001165,4001256
248,8074412,2GW8,A:1-112,Q9JXK6,1-112,8074413,2GW8,A:1-112,Q9JXK6,1-112,1,1000003,2000014,3001165,4001256
249,8074414,2EG1,A:1-112,O66513,1-112,8074415,2EG1,A:1-112,O66513,1-112,1,1000003,2000014,3001165,4001256
250,8074416,3MHY,A:1-112,P70731,1-112,8074417,3MHY,A:1-112,P70731,1-112,1,1000003,2000014,3001165,4001256
251,8074418,2J9C,A:1-112,Q60381,1-112,8074419,2J9C,A:1-112,Q60381,1-112,1,1000003,2000014,3001165,4001256
252,8074420,2O67,C:3-123,Q9ZST4,65-185,8074421,2O67,C:3-123,Q9ZST4,65-185,1,1000003,2000014,3001165,4001256
253,8074422,3L7P,B:1-104,Q8DSV2,1-104,8074423,3L7P,B:1-104,Q8DSV2,1-104,1,1000003,2000014,3001165,4001256
254,8074424,3O8W,A:1-109,O29284,12-120,8074425,3O8W,A:1-109,O29284,12-120,1,1000003,2000014,3001165,4001256
255,8074426,3T9Z,A:1-109,O28524,12-120,8074427,3T9Z,A:1-109,O28524,12-120,1,1000003,2000014,3001165,4001256
256,8074428,3NCP,A:1-112,O28527,1-112,8074429,3NCP,A:1-112,O28527,1-112,1,1000003,2000014,3001165,4001256
257,8074430,4USJ,C:3-144,A8JI83,64-205,8074431,4USJ,C:3-144,A8JI83,64-205,1,1000003,2000014,3001165,4001256
258,8074432,4OZN,C:4-123,B8ZYW1,4-123,8074433,4OZN,C:4-123,B8ZYW1,4-123,1,1000003,2000014,3001165,4001256
259,8074434,4R25,A:10-121,Q07428,5-116,8074435,4R25,A:10-121,Q07428,5-116,1,1000003,2000014,3001165,4001256
260,8086165,5O3P,A:2-110,P73954,2-110,8086166,5O3P,A:2-110,P73954,2-110,1,1000003,2000014,3001165,4001256
261,8086167,3DFE,B:1-101,Q3M8P8,1-101,8086168,3DFE,B:1-101,Q3M8P8,1-101,1,1000003,2000014,3001165,4001256
262,8086169,5DRK,C:5-106,D5X329,5-106,8086170,5DRK,C:5-106,D5X329,5-106,1,1000003,2000014,3001165,4001256
263,8086171,5D4P,C:2-107,D6CQJ8,2-107,8086172,5D4P,C:2-107,D6CQJ8,2-107,1,1000003,2000014,3001165,4001256
264,8089359,2DCL,B:2-110,O59172,2-110,8089360,2DCL,B:2-110,O59172,2-110,1,1000003,2000014,3001165,4000638
265,8001473,1FCD,A:1-401,Q06530,31-431,8091673,1FCD,A:328-401,Q06530,358-431,1,1000003,2000141,3002534,4000130
266,8028450,2FEF,B:6-129,Q9I1R6,6-129,8040829,2FEF,B:6-129,Q9I1R6,6-129,1,1000000,2001119,3001166,4001257
267,8051124,5EWN,B:80-411,Q82452,80-411,8091689,5EWN,B:265-411,Q82452,265-411,1,1000001,2000073,3002535,4007207
268,8051125,5IBV,A:77-412,Q9IFX1,77-412,8091690,5IBV,A:265-412,Q9IFX1,265-412,1,1000001,2000073,3002535,4007207
269,8093109,3HAG,A:118-459,Q9IVZ8,130-471,8093111,3HAG,A:318-446,Q9IVZ8,330-458,1,1000001,2000073,3002535,4007793
270,8093113,2ZTN,A:129-459,Q1AHU7,129-459,8093115,2ZTN,A:318-446,Q1AHU7,318-446,1,1000001,2000073,3002535,4007793
271,8093117,2ZZQ,A:118-459,P29326,118-459,8093119,2ZZQ,A:318-446,P29326,318-446,1,1000001,2000073,3002535,4007793
272,8093121,3IYO,D:118-459,Q1AHV0,118-459,8093123,3IYO,D:318-446,Q1AHV0,318-446,1,1000001,2000073,3002535,4007793
273,8093127,1IHM,A:1224-1520,Q83884,224-520,8093126,1IHM,"A:1228-1262,A:1414-1520",Q83884,"228-262,414-520",1,1000001,2000073,3002535,4007794
274,8026006,1Q0G,A:1-117,P80734,15-131,8038385,1Q0G,A:1-117,P80734,15-131,1,1000000,2000080,3001167,4002388
275,8027670,1T6U,A:1-117,P80735,15-131,8040049,1T6U,A:1-117,P80735,15-131,1,1000000,2000080,3001167,4002388
276,8045732,5X6B,F:34-102,Q58876,34-102,8091696,5X6B,F:34-102,Q58876,34-102,1,1000000,2001476,3002536,4004646
277,8022918,2P0M,A:2-112,P12530,2-112,8035298,2P0M,A:2-112,P12530,2-112,1,1000001,2000740,3001168,4002389
278,8025254,1OLP,A:250-370,Q8GCY3,278-398,8037633,1OLP,A:250-370,Q8GCY3,278-398,1,1000001,2000740,3001168,4002405
279,8028695,1YGE,A:1-149,P08170,1-149,8041074,1YGE,A:1-149,P08170,1-149,1,1000001,2000740,3001168,4002389
280,8028698,1HPL,A:337-449,P29183,349-461,8041077,1HPL,A:337-449,P29183,349-461,1,1000001,2000740,3001168,4002394
281,8028699,1ETH,A:337-448,P00591,337-448,8041078,1ETH,A:337-448,P00591,337-448,1,1000001,2000740,3001168,4002394
282,8028705,1LPB,B:337-449,P16233,353-465,8041084,1LPB,B:337-449,P16233,353-465,1,1000001,2000740,3001168,4002394
283,8028712,1RP1,A:337-449,P06857,354-466,8041091,1RP1,A:337-449,P06857,354-466,1,1000001,2000740,3001168,4002394
284,8028713,1BU8,A:337-449,P54318,353-465,8041092,1BU8,A:337-449,P54318,353-465,1,1000001,2000740,3001168,4002394
285,8028716,1QMD,A:250-370,Q0TV31,278-398,8041095,1QMD,A:250-370,Q0TV31,278-398,1,1000001,2000740,3001168,4002405
286,8029927,1RRH,A:8-167,P09186,8-167,8042306,1RRH,A:8-167,P09186,8-167,1,1000001,2000740,3001168,4002389
287,8045733,3TUL,D:83-226,Q56019,83-226,8091699,3TUL,D:83-226,Q56019,83-226,3,1000000,2001019,3002537,4004647
288,8045734,3U0C,A:74-224,P18011,74-224,8091700,3U0C,A:74-224,P18011,74-224,3,1000000,2001019,3002537,4004647
289,8030169,1CL3,A:4-141,Q13951,4-141,8042548,1CL3,A:4-141,Q13951,4-141,1,1000001,2000741,3001169,4002390
290,8030170,2JHB,A:3-143,Q08024,1-141,8042549,2JHB,A:3-143,Q08024,1-141,1,1000001,2000741,3001169,4002390
291,8026620,2BZB,A:1-54,A0A1V4BBE5,19-72,8038999,2BZB,A:1-54,A0A1V4BBE5,19-72,1,1000000,2001135,3001170,4001258
292,8026667,2C0S,A:1-57,A0A2P0HKI1,1-57,8039046,2C0S,A:1-57,A0A2P0HKI1,1-57,1,1000000,2001135,3001170,4001258
293,8051166,4P16,A:1-319,K0BWD0,1482-1800,8091709,4P16,A:177-241,K0BWD0,1658-1722,1,1000004,2000112,3002538,4007227
294,8051167,4R3D,A:3-326,K9N638,1483-1806,8091712,4R3D,A:178-242,K9N638,1658-1722,1,1000004,2000112,3002538,4007227
295,8051169,4RNA,A:2-322,K4LC41,1483-1803,8091715,4RNA,A:177-241,K4LC41,1658-1722,1,1000004,2000112,3002538,4007227
296,8051171,3E9S,A:2-315,P0C6U8,1541-1854,8091718,3E9S,A:177-240,P0C6U8,1716-1779,1,1000004,2000112,3002538,4007227
297,8051172,4RF1,A:1483-1803,M4STU1,1483-1803,8091721,4RF1,A:1658-1722,M4STU1,1658-1722,1,1000004,2000112,3002538,4007227
298,8051173,3MP2,A:10-220,P0C6V2,1071-1281,8091724,3MP2,A:92-147,P0C6V2,1153-1208,1,1000004,2000112,3002538,4007227
299,8051175,4WUR,A:3-319,K9N7C7,1484-1800,8091726,4WUR,A:177-242,K9N7C7,1658-1723,1,1000004,2000112,3002538,4007227
300,8051176,4YPT,A:1610-1910,P0C6X9,1610-1910,8091729,4YPT,A:1781-1842,P0C6X9,1781-1842,1,1000004,2000112,3002538,4007227
301,8092566,6W9C,A:3-315,P0DTD1,1566-1878,8092568,6W9C,A:176-239,P0DTD1,1739-1802,1,1000004,2000112,3002538,4007227
302,8028961,2FUG,1:334-438,Q56222,334-438,8041340,2FUG,1:334-438,Q56222,334-438,1,1000000,2001119,3001171,4001259
303,8045736,4E6K,G:1-57,Q9HY80,1-57,8091738,4E6K,G:1-57,Q9HY80,1-57,1,1000003,2001478,3002540,4004649
304,8046312,2QCU,A:392-501,P13035,392-501,8091739,2QCU,A:439-501,P13035,439-501,1,1000003,2001478,3002540,4005013
305,8046311,2RGO,A:474-605,D0VWP7,474-605,8091742,2RGO,A:519-579,D0VWP7,519-579,1,1000003,2001478,3002540,4005013
306,8046313,2RGH,A:474-606,D0VWY7,424-556,8091745,2RGH,A:518-579,D0VWY7,468-529,1,1000003,2001478,3002540,4005013
307,8046314,3DA1,A:411-549,Q9KDW6,411-549,8091748,3DA1,A:458-522,Q9KDW6,458-522,1,1000003,2001478,3002540,4005013
308,8091753,1Y56,A:405-466,O59088,407-468,8091754,1Y56,A:405-466,O59088,407-468,1,1000003,2001478,3002540,4007758
309,8091761,2GAG,A:473-548,Q3ZDQ8,473-548,8091762,2GAG,A:482-539,Q3ZDQ8,482-539,1,1000003,2001478,3002540,4007758
310,8091772,1X31,A:472-546,Q50LF0,473-547,8091773,1X31,A:481-539,Q50LF0,482-540,1,1000003,2001478,3002540,4007758
311,8091731,4YPT,A:1533-1609,P0C6X9,1533-1609,8091732,4YPT,A:1533-1609,P0C6X9,1533-1609,1,1000003,2000119,3002539,4007757
312,8091733,6MWM,A:1445-1522,P0C6W3,1445-1522,8091734,6MWM,A:1445-1522,P0C6W3,1445-1522,1,1000003,2000119,3002539,4007757
313,8091735,5UTV,A:4-77,P0C6W5,1345-1418,8091736,5UTV,A:4-77,P0C6W5,1345-1418,1,1000003,2000119,3002539,4007757
314,8047245,2KAF,A:2-67,P0C6U8,1473-1538,8091737,2KAF,A:2-67,P0C6U8,1473-1538,1,1000003,2000119,3002539,4007757
315,8030948,1M6Y,A:115-215,Q9WZX6,115-215,8043327,1M6Y,A:115-215,Q9WZX6,115-215,1,1000000,2000117,3001172,4002372
316,8031131,1WG8,A:109-206,Q5SJD8,109-206,8043509,1WG8,A:109-206,Q5SJD8,109-206,1,1000000,2000117,3001172,4002372
317,8045737,4WFW,A:115-198,Q01563,115-198,8091777,4WFW,A:115-198,Q01563,115-198,1,1000001,2001479,3002541,4004650
318,8046336,2LNV,A:88-158,Q01564,88-158,8091778,2LNV,A:88-158,Q01564,88-158,1,1000001,2001479,3002541,4005027
319,8046337,3OSS,C:122-186,E3PJ87,122-186,8091779,3OSS,C:122-186,E3PJ87,122-186,1,1000001,2001479,3002541,4005027
320,8045780,4AV2,U:84-165,Q7DD77,84-165,8091780,4AV2,U:84-165,Q7DD77,84-165,1,1000001,2001479,3002541,4004682
321,8045781,3JC8,Pb:5-159,Q306N3,5-159,8091781,3JC8,Pb:5-159,Q306N3,5-159,1,1000001,2001479,3002541,4004682
322,8045782,2Y4Y,A:83-171,G3XCX7,83-171,8091782,2Y4Y,A:83-171,G3XCX7,83-171,1,1000001,2001479,3002541,4004682
323,8045783,2LC4,A:20-103,Q51354,91-174,8091783,2LC4,A:20-103,Q51354,91-174,1,1000001,2001479,3002541,4004682
324,8024028,2QTV,A:524-626,P15303,524-626,8036407,2QTV,A:524-626,P15303,524-626,1,1000000,2000464,3001173,4002392
325,8026146,1PD0,A:647-753,P40482,647-753,8038525,1PD0,A:647-753,P40482,647-753,1,1000000,2000464,3001173,4002392
326,8045738,1ZHC,A:1-76,O25839,1-76,8091784,1ZHC,A:1-76,O25839,1-76,1,1000000,2000036,3002542,4004651
327,8021762,1Y6X,A:7-93,P9WMM9,7-93,8034142,1Y6X,A:7-93,P9WMM9,7-93,1,1000000,2000742,3001174,4001521
328,8022588,1YVW,A:4-95,Q81G00,4-95,8034968,1YVW,A:4-95,Q81G00,4-95,1,1000000,2000742,3001174,4001521
329,8022630,1YXB,A:4-90,Q9EWK0,4-90,8035010,1YXB,A:4-90,Q9EWK0,4-90,1,1000000,2000742,3001174,4001521
330,8024351,2A7W,A:4-94,Q7P0E6,4-94,8036730,2A7W,A:4-94,Q7P0E6,4-94,1,1000000,2000742,3001174,4001521
331,8025099,1OGL,A:9-278,O15923,9-278,8037478,1OGL,A:9-278,O15923,9-278,1,1000000,2000742,3001174,4000721
332,8029256,1W2Y,A:1-229,Q0P8G4,1-229,8041635,1W2Y,A:1-229,Q0P8G4,1-229,1,1000000,2000742,3001174,4000721
333,8029664,2GTA,A:1-98,P42979,1-98,8042043,2GTA,A:1-98,P42979,1-98,1,1000000,2000742,3001174,4003078
334,8030707,1VMG,A:1-83,Q97U11,1-83,8043086,1VMG,A:1-83,Q97U11,1-83,1,1000000,2000742,3001174,4003078
335,8031090,2OIE,A:21-122,Q9QY93,21-122,8043468,2OIE,A:21-122,Q9QY93,21-122,1,1000000,2000742,3001174,4003078
336,8031367,2P06,A:1-84,O30176,1-84,8043745,2P06,A:1-84,O30176,1-84,1,1000000,2000742,3001174,4001515
337,8062834,4DL8,A:7-287,Q57ZH3,7-287,8062835,4DL8,A:7-287,Q57ZH3,7-287,1,1000000,2000742,3001174,4000721
338,8062836,2YAY,A:8-264,O15826,8-264,8062837,2YAY,A:8-264,O15826,8-264,1,1000000,2000742,3001174,4000721
339,8045743,3VHX,F:699-800,Q02241,803-904,8091788,3VHX,F:699-800,Q02241,803-904,1,1000003,2001480,3002543,4004655
340,8019912,1PKU,A:4-151,Q07661,1-148,8032292,1PKU,A:4-151,Q07661,1-148,1,1000003,2000014,3001175,4001261
341,8020769,1WKJ,A:1-137,Q5SLV5,1-137,8033149,1WKJ,A:1-137,Q5SLV5,1-137,1,1000003,2000014,3001175,4001261
342,8020806,1NB2,A:2-150,Q7SIA9,2-150,8033186,1NB2,A:2-150,Q7SIA9,2-150,1,1000003,2000014,3001175,4001261
343,8021479,1XQI,A:14-195,Q8ZWY4,2-183,8033859,1XQI,A:14-195,Q8ZWY4,2-183,1,1000003,2000014,3001175,4001261
344,8022886,1EHW,A:0-142,O00746,33-175,8035266,1EHW,A:0-142,O00746,33-175,1,1000003,2000014,3001175,4001261
345,8022889,1BE4,A:2-152,P52175,2-152,8035269,1BE4,A:2-152,P52175,2-152,1,1000003,2000014,3001175,4001261
346,8022897,1NDC,A:6-155,P22887,6-155,8035277,1NDC,A:6-155,P22887,6-155,1,1000003,2000014,3001175,4001261
347,8022921,1NSQ,A:2-153,P08879,2-153,8035301,1NSQ,A:2-153,P08879,2-153,1,1000003,2000014,3001175,4001261
348,8022926,1NHK,R:2-145,P15266,2-145,8035306,1NHK,R:2-145,P15266,2-145,1,1000003,2000014,3001175,4001261
349,8023837,1ZS6,A:18-169,Q13232,18-169,8036217,1ZS6,A:18-169,Q13232,18-169,1,1000003,2000014,3001175,4001261
350,8025125,2AZ3,A:4-155,P61136,4-155,8037504,2AZ3,A:4-155,P61136,4-155,1,1000003,2000014,3001175,4001261
351,8025361,2B8Q,A:2-129,Q5UQL3,2-129,8037740,2B8Q,A:2-129,Q5UQL3,2-129,1,1000003,2000014,3001175,4001261
352,8026583,3BBB,A:2-151,P22392,2-151,8038962,3BBB,A:2-151,P22392,2-151,1,1000003,2000014,3001175,4001261
353,8027611,2DYA,A:6-158,O58429,3-155,8039990,2DYA,A:6-158,O58429,3-155,1,1000003,2000014,3001175,4001261
354,8027645,1K44,A:2-136,P9WJH7,2-136,8040024,1K44,A:2-136,P9WJH7,2-136,1,1000003,2000014,3001175,4001261
355,8029931,1S57,A:79-231,O64903,79-231,8042310,1S57,A:79-231,O64903,79-231,1,1000003,2000014,3001175,4001261
356,8030070,2HVD,A:4-152,P15531,4-152,8042449,2HVD,A:4-152,P15531,4-152,1,1000003,2000014,3001175,4001261
357,8030462,1U8W,A:1-149,P39207,1-149,8042841,1U8W,A:1-149,P39207,1-149,1,1000003,2000014,3001175,4001261
358,8030942,1W7W,A:1-151,Q9SP13,81-231,8043321,1W7W,A:1-151,Q9SP13,81-231,1,1000003,2000014,3001175,4001261
359,8031557,1XIQ,A:1-149,Q8ID43,1-149,8043935,1XIQ,A:1-149,Q8ID43,1-149,1,1000003,2000014,3001175,4001261
360,8045744,3V0R,A:28-157,P79085,28-157,8091789,3V0R,A:28-157,P79085,28-157,1,1000001,2000425,3002544,4004656
361,8091793,5XMZ,A:31-152,G0Y276,31-152,8091794,5XMZ,A:31-152,G0Y276,31-152,1,1000001,2000425,3002544,4004656
362,8020955,1HW7,A:6-225,P0A6Y5,4-223,8033335,1HW7,A:6-225,P0A6Y5,4-223,1,1000003,2000743,3001176,4003643
363,8030786,1VQ0,A:1-230,Q9X1B4,1-230,8043165,1VQ0,A:1-230,Q9X1B4,1-230,1,1000003,2000743,3001176,4003643
364,8030814,1VZY,A:1-233,P37565,1-233,8043193,1VZY,A:1-233,P37565,1-233,1,1000003,2000743,3001176,4003643
365,8045747,4A9A,D:214-336,Q12000,214-336,8091805,4A9A,D:214-336,Q12000,214-336,4,1000003,2001481,3002545,4004658
366,8027460,1SZI,A:206-431,Q9DBG5,206-431,8039839,1SZI,A:206-431,Q9DBG5,206-431,1,1000000,2000080,3001177,4002393
367,8088655,5XBF,A:1607-1796,Q6PIF6,1607-1796,8091822,5XBF,A:1660-1779,Q6PIF6,1660-1779,1,1000000,2000085,3002546,4006026
368,8048248,3AU5,A:1501-1698,Q9HD67,1501-1698,8091827,3AU5,A:1563-1680,Q9HD67,1563-1680,1,1000000,2000085,3002546,4006026
369,8048249,3PVL,A:993-1256,P97479,993-1256,8091832,3PVL,A:1030-1239,P97479,1030-1239,1,1000000,2000085,3002546,4006026
370,8048246,5F3Y,A:972-1174,Q99MZ6,972-1192,8091842,5F3Y,A:1002-1157,Q99MZ6,1002-1175,1,1000000,2000085,3002546,4006026
371,8048247,5EJY,A:37-235,Q9U1M8,1118-1316,8091849,5EJY,A:86-218,Q9U1M8,1167-1299,1,1000000,2000085,3002546,4006026
372,8091854,5EJR,A:1851-2058,Q9U1M8,1851-2058,8091855,5EJR,A:1906-2032,Q9U1M8,1906-2032,1,1000000,2000085,3002546,4006026
373,8021715,2GOM,A:105-165,P68799,105-165,8034095,2GOM,A:105-165,P68799,105-165,1,1000000,2000030,3001178,4001263
374,8022434,2NOJ,B:52-109,A0A0H3JUX1,52-109,8034814,2NOJ,B:52-109,A0A0H3JUX1,52-109,1,1000000,2000030,3001178,4001263
375,8045753,4GOF,B:4-54,O43765,4-54,8091920,4GOF,B:4-54,O43765,4-54,1,1000000,2001135,3002547,4004661
376,8045754,3ZDM,E:2-51,Q12118,2-51,8091928,3ZDM,E:2-51,Q12118,2-51,1,1000000,2001135,3002547,4004661
377,8029616,1US7,B:148-348,Q16543,148-348,8041995,1US7,B:148-348,Q16543,148-348,1,1000000,2000744,3001180,4000728
378,8020012,1FSE,A:8-74,P11470,8-74,8032392,1FSE,A:8-74,P11470,8-74,1,1000000,2000000,3001179,4000720
379,8022183,1YIO,A:131-200,O30989,131-200,8034563,1YIO,A:131-200,O30989,131-200,1,1000000,2000000,3001179,4000720
380,8022193,1P2F,A:121-217,Q9WXY0,121-217,8034573,1P2F,A:121-217,Q9WXY0,121-217,1,1000000,2000000,3001179,4000729
381,8022230,1P4W,A:129-215,P96320,129-215,8034610,1P4W,A:129-215,P96320,129-215,1,1000000,2000000,3001179,4000720
382,8022531,1YS6,B:128-233,P9WGM1,128-233,8034911,1YS6,B:128-233,P9WGM1,128-233,1,1000000,2000000,3001179,4000729
383,8024260,1OPC,A:137-235,P0AA16,137-235,8036639,1OPC,A:137-235,P0AA16,137-235,1,1000000,2000000,3001179,4000729
384,8024262,1A04,A:150-216,P0AF28,150-216,8036641,1A04,A:150-216,P0AF28,150-216,1,1000000,2000000,3001179,4000720
385,8024266,1FC3,A:140-258,P52934,140-258,8036645,1FC3,A:140-258,P52934,140-258,1,1000000,2000000,3001179,4000726
386,8025848,1KGS,A:124-225,Q9WYN0,124-225,8038227,1KGS,A:124-225,Q9WYN0,124-225,1,1000000,2000000,3001179,4000729
387,8026875,1GXQ,A:125-229,P0AFJ5,125-229,8039254,1GXQ,A:125-229,P0AFJ5,125-229,1,1000000,2000000,3001179,4000729
388,8028462,2FF4,A:8-104,P9WGJ9,8-104,8040841,2FF4,A:10-104,P9WGJ9,10-104,1,1000000,2000000,3001179,4000729
389,8028642,1L3L,A:170-234,P33905,170-234,8041021,1L3L,A:170-234,P33905,170-234,1,1000000,2000000,3001179,4000720
